partner,arc_id,step,lon,lat,trade_type,stroke_width,exports_usd_bn,imports_usd_bn,balance_usd_bn
India,India,0,109.45,4.21,Export-heavy,2.17,9.98,6.54,3.44
India,India,1,108.9418,4.7452,Export-heavy,2.17,9.98,6.54,3.44
India,India,2,108.4337,5.2716,Export-heavy,2.17,9.98,6.54,3.44
India,India,3,107.9255,5.789,Export-heavy,2.17,9.98,6.54,3.44
India,India,4,107.4173,6.2976,Export-heavy,2.17,9.98,6.54,3.44
India,India,5,106.9092,6.7972,Export-heavy,2.17,9.98,6.54,3.44
India,India,6,106.401,7.288,Export-heavy,2.17,9.98,6.54,3.44
India,India,7,105.8928,7.7699,Export-heavy,2.17,9.98,6.54,3.44
India,India,8,105.3847,8.2429,Export-heavy,2.17,9.98,6.54,3.44
India,India,9,104.8765,8.707,Export-heavy,2.17,9.98,6.54,3.44
India,India,10,104.3683,9.1622,Export-heavy,2.17,9.98,6.54,3.44
India,India,11,103.8602,9.6086,Export-heavy,2.17,9.98,6.54,3.44
India,India,12,103.352,10.046,Export-heavy,2.17,9.98,6.54,3.44
India,India,13,102.8438,10.4746,Export-heavy,2.17,9.98,6.54,3.44
India,India,14,102.3357,10.8942,Export-heavy,2.17,9.98,6.54,3.44
India,India,15,101.8275,11.305,Export-heavy,2.17,9.98,6.54,3.44
India,India,16,101.3193,11.7069,Export-heavy,2.17,9.98,6.54,3.44
India,India,17,100.8112,12.0999,Export-heavy,2.17,9.98,6.54,3.44
India,India,18,100.303,12.484,Export-heavy,2.17,9.98,6.54,3.44
India,India,19,99.7948,12.8592,Export-heavy,2.17,9.98,6.54,3.44
India,India,20,99.2867,13.2256,Export-heavy,2.17,9.98,6.54,3.44
India,India,21,98.7785,13.583,Export-heavy,2.17,9.98,6.54,3.44
India,India,22,98.2703,13.9316,Export-heavy,2.17,9.98,6.54,3.44
India,India,23,97.7622,14.2712,Export-heavy,2.17,9.98,6.54,3.44
India,India,24,97.254,14.602,Export-heavy,2.17,9.98,6.54,3.44
India,India,25,96.7458,14.9239,Export-heavy,2.17,9.98,6.54,3.44
India,India,26,96.2377,15.2369,Export-heavy,2.17,9.98,6.54,3.44
India,India,27,95.7295,15.541,Export-heavy,2.17,9.98,6.54,3.44
India,India,28,95.2213,15.8362,Export-heavy,2.17,9.98,6.54,3.44
India,India,29,94.7132,16.1226,Export-heavy,2.17,9.98,6.54,3.44
India,India,30,94.205,16.4,Export-heavy,2.17,9.98,6.54,3.44
India,India,31,93.6968,16.6686,Export-heavy,2.17,9.98,6.54,3.44
India,India,32,93.1887,16.9282,Export-heavy,2.17,9.98,6.54,3.44
India,India,33,92.6805,17.179,Export-heavy,2.17,9.98,6.54,3.44
India,India,34,92.1723,17.4209,Export-heavy,2.17,9.98,6.54,3.44
India,India,35,91.6642,17.6539,Export-heavy,2.17,9.98,6.54,3.44
India,India,36,91.156,17.878,Export-heavy,2.17,9.98,6.54,3.44
India,India,37,90.6478,18.0932,Export-heavy,2.17,9.98,6.54,3.44
India,India,38,90.1397,18.2996,Export-heavy,2.17,9.98,6.54,3.44
India,India,39,89.6315,18.497,Export-heavy,2.17,9.98,6.54,3.44
India,India,40,89.1233,18.6856,Export-heavy,2.17,9.98,6.54,3.44
India,India,41,88.6152,18.8652,Export-heavy,2.17,9.98,6.54,3.44
India,India,42,88.107,19.036,Export-heavy,2.17,9.98,6.54,3.44
India,India,43,87.5988,19.1979,Export-heavy,2.17,9.98,6.54,3.44
India,India,44,87.0907,19.3509,Export-heavy,2.17,9.98,6.54,3.44
India,India,45,86.5825,19.495,Export-heavy,2.17,9.98,6.54,3.44
India,India,46,86.0743,19.6302,Export-heavy,2.17,9.98,6.54,3.44
India,India,47,85.5662,19.7566,Export-heavy,2.17,9.98,6.54,3.44
India,India,48,85.058,19.874,Export-heavy,2.17,9.98,6.54,3.44
India,India,49,84.5498,19.9826,Export-heavy,2.17,9.98,6.54,3.44
India,India,50,84.0417,20.0822,Export-heavy,2.17,9.98,6.54,3.44
India,India,51,83.5335,20.173,Export-heavy,2.17,9.98,6.54,3.44
India,India,52,83.0253,20.2549,Export-heavy,2.17,9.98,6.54,3.44
India,India,53,82.5172,20.3279,Export-heavy,2.17,9.98,6.54,3.44
India,India,54,82.009,20.392,Export-heavy,2.17,9.98,6.54,3.44
India,India,55,81.5008,20.4472,Export-heavy,2.17,9.98,6.54,3.44
India,India,56,80.9927,20.4936,Export-heavy,2.17,9.98,6.54,3.44
India,India,57,80.4845,20.531,Export-heavy,2.17,9.98,6.54,3.44
India,India,58,79.9763,20.5596,Export-heavy,2.17,9.98,6.54,3.44
India,India,59,79.4682,20.5792,Export-heavy,2.17,9.98,6.54,3.44
India,India,60,78.96,20.59,Export-heavy,2.17,9.98,6.54,3.44
Netherlands,Netherlands,0,109.45,4.21,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,1,107.714,5.6232,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,2,105.978,7.0156,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,3,104.242,8.3871,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,4,102.506,9.7379,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,5,100.77,11.0677,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,6,99.034,12.3768,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,7,97.298,13.665,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,8,95.562,14.9324,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,9,93.826,16.1789,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,10,92.09,17.4047,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,11,90.354,18.6096,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,12,88.618,19.7936,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,13,86.882,20.9568,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,14,85.146,22.0992,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,15,83.41,23.2208,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,16,81.674,24.3215,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,17,79.938,25.4014,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,18,78.202,26.4605,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,19,76.466,27.4987,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,20,74.73,28.5161,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,21,72.994,29.5127,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,22,71.258,30.4884,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,23,69.522,31.4433,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,24,67.786,32.3774,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,25,66.05,33.2907,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,26,64.314,34.1831,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,27,62.578,35.0547,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,28,60.842,35.9054,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,29,59.106,36.7353,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,30,57.37,37.5444,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,31,55.634,38.3327,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,32,53.898,39.1001,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,33,52.162,39.8467,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,34,50.426,40.5724,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,35,48.69,41.2773,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,36,46.954,41.9614,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,37,45.218,42.6247,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,38,43.482,43.2671,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,39,41.746,43.8887,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,40,40.01,44.4895,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,41,38.274,45.0694,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,42,36.538,45.6285,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,43,34.802,46.1668,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,44,33.066,46.6842,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,45,31.33,47.1808,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,46,29.594,47.6566,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,47,27.858,48.1115,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,48,26.122,48.5456,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,49,24.386,48.9589,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,50,22.65,49.3513,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,51,20.914,49.7229,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,52,19.178,50.0737,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,53,17.442,50.4037,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,54,15.706,50.7128,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,55,13.97,51.0011,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,56,12.234,51.2685,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,57,10.498,51.5151,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,58,8.762,51.7409,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,59,7.026,51.9459,Export-heavy,1.74,7.86,1.12,6.74
Netherlands,Netherlands,60,5.29,52.13,Export-heavy,1.74,7.86,1.12,6.74
Germany,Germany,0,109.45,4.21,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,1,107.8,5.5768,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,2,106.15,6.9237,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,3,104.5,8.2509,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,4,102.85,9.5583,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,5,101.2,10.8458,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,6,99.55,12.1136,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,7,97.9,13.3616,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,8,96.25,14.5897,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,9,94.6,15.7981,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,10,92.95,16.9867,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,11,91.3,18.1554,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,12,89.65,19.3044,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,13,88.0,20.4336,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,14,86.35,21.5429,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,15,84.7,22.6325,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,16,83.05,23.7023,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,17,81.4,24.7522,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,18,79.75,25.7824,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,19,78.1,26.7928,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,20,76.45,27.7833,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,21,74.8,28.7541,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,22,73.15,29.7051,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,23,71.5,30.6362,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,24,69.85,31.5476,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,25,68.2,32.4392,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,26,66.55,33.3109,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,27,64.9,34.1629,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,28,63.25,34.9951,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,29,61.6,35.8074,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,30,59.95,36.6,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,31,58.3,37.3728,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,32,56.65,38.1257,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,33,55.0,38.8589,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,34,53.35,39.5723,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,35,51.7,40.2658,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,36,50.05,40.9396,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,37,48.4,41.5936,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,38,46.75,42.2277,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,39,45.1,42.8421,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,40,43.45,43.4367,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,41,41.8,44.0114,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,42,40.15,44.5664,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,43,38.5,45.1016,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,44,36.85,45.6169,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,45,35.2,46.1125,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,46,33.55,46.5883,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,47,31.9,47.0442,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,48,30.25,47.4804,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,49,28.6,47.8968,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,50,26.95,48.2933,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,51,25.3,48.6701,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,52,23.65,49.0271,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,53,22.0,49.3642,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,54,20.35,49.6816,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,55,18.7,49.9792,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,56,17.05,50.2569,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,57,15.4,50.5149,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,58,13.75,50.7531,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,59,12.1,50.9714,Import-heavy,1.5,6.7,7.21,-0.51
Germany,Germany,60,10.45,51.17,Import-heavy,1.5,6.7,7.21,-0.51
